TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-01-2024,23.2,32.1,28.7,80,1.8,6.3,3,300,2,SW
02-01-2024,24.2,32.2,28.8,81,0,1.3,4,350,2,SW
03-01-2024,25.4,29.8,27.1,87,0.8,1.1,4,250,2,W 
04-01-2024,25,30.6,26.1,88,2,0,6,300,2,W 
05-01-2024,23.8,32.3,27.6,80,84.9,0,4,180,2,S 
06-01-2024,23,32.8,26.9,85,-,5.4,7,180,2,W 
07-01-2024,24.2,32.5,27,84,5.8,4.1,6,320,2,SW
08-01-2024,24.5,30.7,27.1,81,8888,2.8,4,330,2,S 
09-01-2024,24,33.4,28.3,76,8888,2.2,5,320,2,SW
10-01-2024,24,33.3,28.1,80,0,6.3,4,210,2,SW
11-01-2024,25,32.6,26.9,86,0,5.6,7,240,3,W 
12-01-2024,24.2,31.4,27.3,79,4.5,2,5,230,3,SW
13-01-2024,23.8,32.2,27.5,82,0,2.1,6,320,2,W 
14-01-2024,-,32.1,28.1,81,64.4,0.5,3,330,2,W 
15-01-2024,25,31.7,28.8,77,0,6.7,5,300,3,W 
16-01-2024,25.2,33.5,28.9,74,0,4.4,5,320,3,W 
17-01-2024,24.4,30.7,27.1,85,-,8.2,4,290,2,W 
18-01-2024,23.4,31.6,27.1,82,3.6,2.9,6,240,3,SW
19-01-2024,24,27.2,25.3,90,55,2.2,5,230,3,W 
20-01-2024,23.8,33.7,28.8,71,9.6,0,7,230,4,SW
21-01-2024,-,32,27.2,82,0,10.2,8,280,4,W 
22-01-2024,25,33.4,29,72,2.9,8.6,6,250,3,W 
23-01-2024,24.4,32.5,28.7,74,0,8.9,6,210,3,W 
24-01-2024,25.6,32.4,28.2,74,0,3.5,11,220,3,W 
25-01-2024,22.9,34,29.1,73,0,6.3,8,300,4,W 
26-01-2024,25.2,32.4,28.3,79,0,8,5,320,2,NW
27-01-2024,24.4,29.4,25.1,93,12.7,6.1,6,300,2,S 
28-01-2024,22.6,31.4,26.9,86,42.6,0,5,320,2,S 
29-01-2024,24,30.2,26.7,88,5.6,5.2,4,300,1,NW
30-01-2024,23,30.2,26.7,88,43.9,0.5,5,300,2,NW
31-01-2024,24,31.2,27.1,84,44.9,2,5,340,2,S 
,,,,,,,,,,
,,,,,,,,,,
