TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-02-2024,24,31.8,27.5,84,0.2,3.1,5,300,2,W 
02-02-2024,25,34,28.6,78,3,5.8,5,260,3,W 
03-02-2024,24,30.2,27.1,83,2.4,8,6,280,3,SW
04-02-2024,24.6,31.2,26.8,86,0,1.6,5,250,2,SW
05-02-2024,24.3,32.4,27.3,85,7.6,3.3,5,300,2,W 
06-02-2024,24.6,31,25.5,88,0,3.7,4,230,2,SW
07-02-2024,23.2,33,28,77,13.1,1,5,290,2,W 
08-02-2024,22.7,32.5,28.2,78,8888,5.1,4,270,2,NW
09-02-2024,24.2,32.5,28.9,78,0,4.4,5,360,2,N 
10-02-2024,23.6,32.2,28,81,9.6,5.4,6,280,2,NW
11-02-2024,24.2,32,28.3,80,0.4,4.6,6,290,3,NW
12-02-2024,22,32.6,28,81,1.3,9.6,6,300,3,W 
13-02-2024,24.8,31.6,28.4,83,38.6,7.7,4,320,2,N 
14-02-2024,23.8,30.8,27.6,85,52,8.9,4,300,1,S 
15-02-2024,25.1,31.8,28.4,85,0,1.3,4,320,2,NW
16-02-2024,24.4,29.5,27.4,88,0,2.1,6,320,2,N 
17-02-2024,24.2,31.3,27.8,86,47.7,0,5,310,2,NW
18-02-2024,26,31.4,28.5,80,2.1,4.2,4,300,2,S 
19-02-2024,24.1,31.8,28.4,82,-,3.1,4,300,2,SW
20-02-2024,25,32.5,29.1,81,1.8,5.1,6,340,2,NW
21-02-2024,25.6,32.1,28.6,80,0,8.1,5,300,2,NW
22-02-2024,25.2,34.8,30.2,71,0.7,1.1,6,280,4,W 
23-02-2024,26.2,33.6,29.7,72,0,8.5,5,230,3,W 
24-02-2024,25,32.2,28.3,80,-,1.7,4,300,2,NW
25-02-2024,25.4,32.1,28,79,0.4,5.4,6,330,2,NW
26-02-2024,-,31.6,28,82,28.4,3.7,4,300,2,NW
27-02-2024,25.2,31.6,28.1,80,0,1.3,7,310,3,NW
28-02-2024,23.6,30,26.8,89,95,4.4,3,280,2,W 
29-02-2024,24,28.6,25.9,91,10.6,0.6,3,60,2,E 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
