TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-07-2024,24,31.7,27.7,81,0,9.7,3,240,2,S 
02-07-2024,24.2,31.2,27.3,83,8888,4.8,3,20,2,S 
03-07-2024,23,32.4,26.9,83,0,5.2,7,120,2,S 
04-07-2024,22.8,32.6,26.8,83,8.2,5.5,3,180,2,S 
05-07-2024,23.5,31.8,26.3,86,1.9,2.2,7,60,3,E 
06-07-2024,23,28,24,93,34.4,4.6,4,280,2,SE
07-07-2024,22.2,31.6,27,82,38.1,0,3,170,1,S 
08-07-2024,-,32.4,-,-,-,-,5,40,2,NE
09-07-2024,24,31.8,27.4,85,7,8,5,60,2,E
10-07-2024,23,31.9,27.5,80,8888,5.2,5,60,2,NE
11-07-2024,23.6,32.5,27.8,78,-,6.2,3,310,2,W
12-07-2024,24,32.3,27.7,72,-,7.1,4,60,2,NE
13-07-2024,21.6,31.4,26.4,73,-,8,3,200,2,S
14-07-2024,22.1,33.5,26.2,72,-,7.5,4,60,2,NE
15-07-2024,20.4,32.3,26,72,-,7.2,5,30,2,S
16-07-2024,20.2,32.6,26.4,72,-,8,3,60,2,S
17-07-2024,22.4,31.8,26.5,78,-,8,6,50,2,E
18-07-2024,22.6,32.6,28,74,-,8,5,70,3,NE
19-07-2024,24,32.1,27.3,76,-,4.4,7,70,3,E
20-07-2024,22.2,32.4,27.2,75,-,8,3,50,2,SW
21-07-2024,22.4,32.5,27.3,76,-,8,3,90,2,NE
22-07-2024,24.2,32.8,27.7,73,-,8,4,350,2,NW
23-07-2024,23,32.8,27.2,73,-,6.5,4,300,2,S
24-07-2024,23.8,33,27.5,73,-,8,4,340,2,S
25-07-2024,23.8,31.6,27.2,75,-,7.2,3,70,2,S
26-07-2024,23.8,31.9,27.4,77,-,3.4,4,70,2,S
27-07-2024,23.6,33,27.3,79,-,4.4,7,60,3,E
28-07-2024,23.1,32.8,27.5,78,-,8,5,40,2,E
29-07-2024,23.5,32.1,27.5,74,-,5.8,4,60,2,NE
30-07-2024,23.6,32.8,27.4,74,-,8,4,70,2,NE
31-07-2024,22.8,33.4,27.8,75,-,8,4,60,2,NE
,,,,,,,,,,
,,,,,,,,,,
