TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-04-2024,25.3,33.2,28.4,79,8888,7.3,3,220,1,S 
02-04-2024,25.6,32.6,28.7,80,0,3.7,5,340,2,S 
03-04-2024,25.8,33.2,27.9,82,-,1.7,5,360,2,S 
04-04-2024,25.1,33.4,29.2,76,0,3,3,30,2,SW
05-04-2024,25.2,32.4,29.1,79,0,6.7,3,240,2,SW
06-04-2024,24.5,33.8,29.4,75,1.6,2.5,6,270,2,W 
07-04-2024,24.8,34.1,29.5,76,0,0.7,5,50,2,SW
08-04-2024,25.2,33.6,29.3,73,0,7.5,3,20,2,SW
09-04-2024,25.2,33.6,27.6,82,0,6.6,6,240,2,SW
10-04-2024,23.8,34,28.5,76,1.1,2.8,5,330,2,SE
11-04-2024,24,33.2,28.4,80,0,6.5,8,130,2,S 
12-04-2024,24.8,33.2,27.2,86,14.2,3.3,4,160,2,S 
13-04-2024,25,32.8,28.8,80,6.6,4.4,4,30,2,S 
14-04-2024,24.8,33.1,28.5,80,19.1,10,3,360,2,S 
15-04-2024,25.4,-,29.3,77,-,6.5,7,60,3,NE
16-04-2024,25.5,32.8,29.3,79,-,9.7,6,40,3,NE
17-04-2024,-,33,27.9,82,-,10.3,4,330,2,S 
18-04-2024,24.4,33,28.3,78,5.2,5.1,5,330,2,S 
19-04-2024,24.8,33.6,28.4,79,-,7.5,4,10,2,E 
20-04-2024,25.2,33,28.5,82,0,2.2,6,40,2,NE
21-04-2024,25.4,32.9,28.3,84,23.2,4.5,3,310,2,S 
22-04-2024,24.8,32.8,29.2,76,0,4.3,4,60,2,E 
23-04-2024,25,33.3,28.7,79,0,10.8,4,30,2,S 
24-04-2024,25,33.6,29,78,-,-,5,340,2,S 
25-04-2024,24.8,31.8,28.3,82,0,2.2,3,40,2,S 
26-04-2024,24.6,-,28.5,83,1.4,1,4,60,2,SW
27-04-2024,24.5,32.8,27.9,83,17.1,7.2,5,40,2,NE
28-04-2024,25.5,33.2,29.2,81,2.8,4.6,4,60,2,E 
29-04-2024,25.6,-,30.1,78,0,2.4,5,50,2,NE
30-04-2024,26.4,33,29.1,81,0,8.3,6,50,2,S 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
