TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-10-2022,24,33.2,28.8,74,0,6.4,6,20,2,NE
02-10-2022,24,31.4,26.4,84,6.8,8.8,3,320,2,SW
03-10-2022,22.5,33.3,27.9,82,1.2,1.4,5,310,2,S 
04-10-2022,23.6,32.6,26.7,86,1.2,8.5,3,350,2,S 
05-10-2022,22.8,30,27,84,34,4.3,3,80,1,S 
06-10-2022,23.4,32,27.2,82,0,2,5,10,2,SW
07-10-2022,23.4,30.6,26.2,88,14,6.6,5,250,3,SW
08-10-2022,22.6,32.6,27.5,73,8888,3.1,4,230,2,SW
09-10-2022,24,32,27,81,0,2.5,4,230,2,SW
10-10-2022,23.6,32.3,26.8,82,3.2,3.4,4,240,2,SW
11-10-2022,-,32.4,26.5,84,8888,2.1,5,230,2,S 
12-10-2022,22.6,31.8,27.4,76,2.4,2.1,5,330,2,S 
13-10-2022,-,32.4,26.7,81,-,6.9,5,180,2,S 
14-10-2022,23.4,32.4,27.8,77,8.2,3.9,4,350,2,SW
15-10-2022,23.6,32.3,27.4,79,-,5.2,3,10,2,N 
16-10-2022,23.6,32,28,78,8888,2.5,3,30,2,S 
17-10-2022,24.8,32.6,28.2,78,0.8,2.8,5,240,2,SW
18-10-2022,24,30.2,27.1,85,-,5,3,350,2,S 
19-10-2022,23.6,31.7,26.7,86,1.4,0.8,4,240,2,SW
20-10-2022,-,30.5,26,88,9.2,0.9,4,310,2,SW
21-10-2022,24.6,31.2,27.7,80,0,2.5,3,230,2,SW
22-10-2022,23.9,33.3,28.6,78,0,0,4,310,2,SW
23-10-2022,24.8,32.4,28.2,79,5.4,7.6,5,240,3,SW
24-10-2022,24.8,32.5,27.9,74,0,5.9,8,230,4,SW
25-10-2022,-,31.6,26.9,81,0,5,7,220,4,SW
26-10-2022,22.4,32,26.2,84,25.2,2.1,5,250,2,W 
27-10-2022,22.2,32.6,28.1,76,0.3,1.3,4,270,2,SW
28-10-2022,22.2,34.6,28.5,68,-,3.4,5,280,3,W 
29-10-2022,24.6,33.2,27.7,73,0,8.5,5,340,2,SW
30-10-2022,21.8,34.8,28.5,71,0,9.5,5,310,2,SW
31-10-2022,23.5,32.4,28,72,0,8.6,4,20,2,N 
,,,,,,,,,,
,,,,,,,,,,
