TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-10-2021,23.2,33.5,27.9,80,3.9,6.5,3,40,2,SW
02-10-2021,25.4,31.9,28.2,77,0,4.6,4,70,2,S 
03-10-2021,23.2,34.2,28.1,72,0,2.7,4,180,2,S 
04-10-2021,24.2,33.7,28,75,0,9,4,20,2,S 
05-10-2021,23.6,34.4,28.3,70,0,3.5,5,320,2,SW
06-10-2021,23.6,32.6,28,73,0,5.6,5,30,2,SW
07-10-2021,24,33.4,28.1,70,0,5.9,4,310,2,SW
08-10-2021,22.4,33.2,27.9,70,0,6.9,4,60,2,N 
09-10-2021,23.2,33.8,28.8,74,6.2,6.9,7,20,2,N 
10-10-2021,24.2,33.4,29,73,0,9.5,5,330,2,SW
11-10-2021,24.6,33.5,28.9,70,0,6.9,4,340,2,S 
12-10-2021,24.2,34.2,29.1,63,0,4.4,4,10,2,N 
13-10-2021,26.2,33.8,29.4,68,0,8.9,4,360,2,S 
14-10-2021,24.6,33.8,29,70,0,7.3,3,340,2,S 
15-10-2021,24.4,33.7,28.6,74,0,3,6,30,3,SW
16-10-2021,24.2,33.8,29.2,72,0,8.2,4,350,2,S 
17-10-2021,25.4,34,29.5,74,0,7.5,7,360,3,E 
18-10-2021,23.8,27.6,25.4,96,38.5,9.2,3,270,1,W 
19-10-2021,23.8,33.2,27.3,83,19.4,0,5,33,2,SW
20-10-2021,23.2,33.4,27.9,80,0,4.2,4,10,2,N 
21-10-2021,24.4,32.4,27.8,86,9.6,5.7,4,240,2,SW
22-10-2021,24,33.2,28.5,76,2.6,5.9,5,20,3,N 
23-10-2021,24.5,32.9,28.5,75,0,5.7,4,30,2,NE
24-10-2021,24,33.7,29.3,73,0,5.8,4,80,2,SW
25-10-2021,24.9,33.8,26.9,80,0,4.1,4,190,2,SW
26-10-2021,23.6,33.4,28.5,77,8888,4.8,4,160,2,S 
27-10-2021,24.1,32,27.2,81,1.4,8.4,4,180,2,SW
28-10-2021,24.2,31.1,26.8,89,17.9,3.7,7,80,2,SW
29-10-2021,23.2,32.8,28.5,69,10.5,0,4,40,2,S 
30-10-2021,24,33,29.1,71,0,8.9,4,20,2,S 
31-10-2021,24.6,32.9,28,79,8888,7.3,5,250,2,S 
,,,,,,,,,,
,,,,,,,,,,
