TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-01-2021,23.4,30.2,26,86,12.6,0,4,310,3,W 
02-01-2021,22.5,32,26.8,78,2.5,0.4,5,290,3,W 
03-01-2021,-,32,27,80,-,-,6,340,4,W 
04-01-2021,22.2,31,27.6,78,9.1,0,6,300,3,W 
05-01-2021,23,31,27.3,78,0,4.7,8,5,2,NW
06-01-2021,22.5,30.4,26.6,84,37.7,0.6,5,320,2,NW
07-01-2021,22.5,32.7,26.3,82,11.5,2.6,4,220,2,SW
08-01-2021,25,29.5,26.9,85,1,0,4,340,2,SW
09-01-2021,22.6,31,25.8,88,2.6,1,5,340,3,SW
10-01-2021,23.5,32.7,26.7,85,36.6,4.2,4,270,2,W 
11-01-2021,23.4,30.2,26.5,82,2.4,0.3,6,310,3,SW
12-01-2021,23.6,30,26.5,86,5.7,6.5,4,310,3,W 
13-01-2021,23.8,29.1,27.1,81,2.8,1.6,6,300,3,NW
14-01-2021,25.2,29.4,27.3,80,-,0,5,320,2,N 
15-01-2021,24.6,30.2,27.4,80,0,0.1,4,300,2,NW
16-01-2021,-,33.2,28.1,74,-,0.5,7,260,4,W 
17-01-2021,23,29.8,26.5,86,0,8.5,4,330,2,NW
18-01-2021,23.4,28.6,26.8,83,0.2,0.4,7,330,4,NW
19-01-2021,24.2,28.7,26.3,81,7.9,0,5,310,3,NW
20-01-2021,23.4,30,27.5,77,5.4,-,4,330,2,N 
21-01-2021,23.4,28,26.2,88,26,3.5,4,320,2,NW
22-01-2021,23.4,30.2,26.1,85,8888,0.1,6,240,2,SW
23-01-2021,23.4,30.2,26.4,86,0,0.6,3,330,2,N 
24-01-2021,22.4,27.8,24.1,92,58.8,1,5,340,2,SE
25-01-2021,22.4,31.4,26.7,84,11.3,0.1,3,290,2,W 
26-01-2021,23.5,31.2,26.5,82,0,6,7,280,4,SW
27-01-2021,22.6,28.5,24.8,91,9.6,4,7,250,3,SW
28-01-2021,23.5,28.3,24.9,88,8.8,0,7,290,3,W 
29-01-2021,23.5,30,26.4,84,51.9,0.2,7,290,3,SW
30-01-2021,22.8,29.5,26.3,83,41.6,4,6,330,2,NW
31-01-2021,23,29.6,26.7,83,4.7,2,4,290,2,W 
,,,,,,,,,,
,,,,,,,,,,
