TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-02-2021,22.8,30.9,25.9,88,0.8,0.1,6,310,2,W 
02-02-2021,23,31.2,27,82,38.8,4.5,7,350,3,W 
03-02-2021,23.5,-,25.7,90,54,6,7,320,2,SW
04-02-2021,23.8,29.8,26.4,85,3,1.3,5,320,3,NW
05-02-2021,23.9,30.5,26.6,84,26.3,7.5,5,330,3,NW
06-02-2021,24.6,30.2,27.6,80,36.2,2.4,7,320,3,NW
07-02-2021,24.2,29,27.2,83,32.1,8.8,7,330,3,NW
08-02-2021,24.7,30.6,27.5,86,7.4,3.5,5,350,3,NW
09-02-2021,23.4,31,26.6,87,26.7,4.9,7,330,2,SW
10-02-2021,24,30.2,26.7,84,1.4,4,5,230,3,SW
11-02-2021,24,30.9,26.8,83,6.5,-,5,250,2,W 
12-02-2021,23.4,30.2,26.9,84,14.6,3.2,7,330,3,NW
13-02-2021,22.8,30.4,26.9,82,3,5,5,290,2,NW
14-02-2021,24.2,29,26.9,88,0.5,3.1,7,320,2,SW
15-02-2021,24.2,31,26.9,86,7.8,0.5,5,310,2,NW
16-02-2021,23.5,30.2,25.8,92,7.8,0.5,4,230,1,S 
17-02-2021,22.4,28.8,25.5,85,56.2,1,4,280,2,W 
18-02-2021,23.2,30,24.6,88,-,0,4,340,2,NW
19-02-2021,22.8,29,26.5,82,53.1,2.1,5,310,2,NW
20-02-2021,24.2,30.2,26.7,82,19.5,2.9,8,340,3,N 
21-02-2021,24.6,31,26.8,82,3.7,2.7,5,320,2,NE
21-02-2021,24.6,31,26.8,82,3.7,2.7,5,320,2,NE
22-02-2021,23.4,30.5,27.2,80,0,2.5,5,300,2,NW
23-02-2021,24.3,31.5,27.3,81,0,7,8,300,4,W 
24-02-2021,24.2,31.1,25.4,87,8888,4.9,8,260,4,W 
25-02-2021,23.4,30.6,26.6,87,17.2,3.2,8,300,4,N 
26-02-2021,21.8,31,26.6,86,20.7,5.2,4,340,2,N 
27-02-2021,22,31.1,26.9,80,9,3.2,4,360,2,SW
28-02-2021,22.4,34.2,28.1,74,0,3.2,6,260,3,SW
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
