TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-04-2023,25,30.6,27.1,79,0,3.3,6,270,3,W 
02-04-2023,24.2,32.8,28.2,80,1.3,1.5,5,300,3,W 
03-04-2023,23,32.7,28,76,0,8.1,5,330,2,W 
04-04-2023,23.4,32.8,28.1,76,11.7,8.7,5,280,3,W 
05-04-2023,21.2,34.2,28.5,71,-,4.1,5,280,2,W 
06-04-2023,-,33.6,28.1,73,0,8.1,5,280,2,W 
07-04-2023,22.6,33.2,27.6,77,0,6.3,4,360,2,NE
08-04-2023,23.2,33.7,28.4,71,0,10.4,5,300,2,SW
09-04-2023,22.8,32.5,27.3,84,0,10.7,4,350,2,W 
10-04-2023,24.2,31.6,27.4,78,0.8,6.5,5,280,4,W 
11-04-2023,22.6,32.4,27.7,80,4,3.1,4,280,3,W 
12-04-2023,25,34.1,28.4,75,2.8,6.8,8,290,4,W 
13-04-2023,25.6,33.4,28.4,76,16.4,7.9,7,240,4,SW
14-04-2023,24,34.7,27.8,78,0,6.2,5,300,2,SW
15-04-2023,23.4,34.4,28.8,74,8888,9.2,5,-,2,W 
16-04-2023,24,34.2,28.5,78,0,9.9,8,230,2,SW
17-04-2023,24.6,34.2,29.4,73,9,3.3,5,250,2,W 
18-04-2023,25,32.6,28.2,84,1.6,10.3,5,70,2,E 
19-04-2023,24.6,32.8,28.4,81,0,4.5,4,10,2,S 
20-04-2023,25.2,32.6,28.3,82,0,7.6,3,40,1,NE
21-04-2023,25,32.6,28.1,79,0,7,4,90,2,S 
22-04-2023,24.3,32.5,28.6,80,-,9.3,6,50,2,E 
23-04-2023,25.4,32.4,28,82,7.6,9.4,7,10,2,S 
24-04-2023,24,33,28.6,79,0,6.2,6,190,2,S 
25-04-2023,23.9,32.2,27.9,79,-,10.1,4,60,2,E 
26-04-2023,24,33.2,28.2,80,0,3.9,4,70,2,SW
27-04-2023,23.4,32.4,28.4,78,0,9,4,60,2,NE
28-04-2023,24.7,32.6,28.1,84,3.4,7.7,4,20,2,NE
29-04-2023,23.7,32.8,27.8,82,2.4,7,3,280,1,N 
30-04-2023,24.8,33,28.3,84,0,2.8,4,340,2,N 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
