TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-01-2023,23.2,29.7,25.8,87,17,2.2,4,220,3,W 
02-01-2023,23,30.2,27.1,83,50.9,2.2,6,300,3,SW
03-01-2023,24,28.7,25.5,84,0,1.2,6,250,2,SW
04-01-2023,23.2,30,26.5,85,4.2,0,5,300,2,NW
05-01-2023,22.4,32,27.2,79,16.8,4.4,5,300,3,SW
06-01-2023,23.2,32.6,28.4,72,0,4,6,240,4,SW
07-01-2023,25.2,33,28.4,73,0,8.1,7,240,4,W 
08-01-2023,25,31.2,26.3,84,0,10.4,5,270,3,SW
09-01-2023,24.2,32.8,28.1,77,7.4,4.5,5,260,2,W 
10-01-2023,22.6,33.8,28.8,73,0,9.7,6,250,3,W 
11-01-2023,22.6,33,27.6,76,-,4.9,6,270,2,W 
12-01-2023,22.7,32.8,27.8,76,0,0.6,4,50,2,N 
13-01-2023,24.5,32.4,27.9,76,0,8.9,4,30,2,SW
14-01-2023,23,33.6,28.6,72,0.4,5.7,5,330,2,SW
15-01-2023,21.4,34.4,28.4,73,0,8.2,7,270,4,W 
16-01-2023,25,31.6,27.7,76,0,7.5,6,310,3,W 
17-01-2023,24.9,28.8,26.9,82,-,3.3,6,320,2,NW
18-01-2023,24,31,27.4,79,8888,0.2,4,290,2,W 
19-01-2023,23.2,30,27.1,82,0.2,2.7,5,320,2,W 
20-01-2023,24,32.5,27.4,78,0,1.2,5,270,2,SW
21-01-2023,22.6,32.2,27.6,75,3.2,5.4,6,320,3,W 
22-01-2023,24,32.6,28.1,76,3.6,6.8,6,240,4,SW
23-01-2023,24.5,31,27.6,77,0,6.4,8,280,3,W 
24-01-2023,24.6,32.9,27.9,76,0.5,3.7,6,270,3,W 
25-01-2023,23.4,28.8,26.3,81,1.4,7.7,7,260,3,W 
26-01-2023,23.6,31.2,27.5,79,0,4,7,290,2,NW
27-01-2023,25,29.2,26.7,86,8888,2.7,4,330,2,SW
28-01-2023,23.2,27.6,25.6,92,10.4,0,2,310,1,SW
29-01-2023,22.4,29.6,26.4,86,38.1,0,6,330,2,NW
30-01-2023,22.8,31,27.3,80,8888,1,7,300,3,NW
31-01-2023,24.4,29.7,26.9,84,0.6,6.2,7,320,3,NW
,,,,,,,,,,
,,,,,,,,,,
