TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-05-2023,-,31.9,27.6,86,8.2,5.4,4,350,1,N 
02-05-2023,23.8,32.4,27.9,85,0,4.2,3,50,2,NE
03-05-2023,25.2,33,28.8,81,0,3,4,50,2,NE
04-05-2023,25,32.8,28.7,81,0.2,4.9,3,40,2,S 
05-05-2023,24.6,33.4,28.7,81,0.4,8.6,4,10,2,S 
06-05-2023,22.7,32.8,28.5,80,-,5.1,3,350,2,N 
07-05-2023,25.2,32.8,28,85,0,2.3,5,240,2,SW
08-05-2023,25.4,34.2,28.2,79,0,3.6,4,180,2,S 
09-05-2023,24,34,29.3,76,8888,4.7,5,50,2,SW
10-05-2023,22.4,33.4,29,83,0,7.5,4,50,2,SE
11-05-2023,26.5,32.2,28.7,78,0,6,8,80,4,E 
12-05-2023,27.4,33.6,30.1,73,0,5.2,6,100,4,E 
13-05-2023,25.9,33.9,29,77,-,10.4,7,160,2,S 
14-05-2023,24.9,33.6,28.5,69,2.6,8,4,60,2,E 
15-05-2023,23.4,34,28.4,72,0,9.4,4,320,2,S 
16-05-2023,23.8,32.8,28.3,74,0,10.3,5,80,2,E 
17-05-2023,24.6,32.7,28,76,0,10,5,70,2,E 
18-05-2023,26.2,30.8,28.1,76,0,8.5,4,50,2,E 
19-05-2023,25.4,32.6,28.9,73,0,0,4,40,2,NE
20-05-2023,26.5,32.6,28.5,78,0,4.2,5,60,2,NE
21-05-2023,25.6,33.2,28.4,78,0,4.1,4,60,2,S 
22-05-2023,24.2,33.4,28.7,76,0,7.9,4,10,2,NE
23-05-2023,24.4,32,28,78,16,7.3,3,90,2,NE
24-05-2023,24,32.4,27.2,83,-,6,3,60,2,NE
25-05-2023,24.3,34,28.2,76,0,2.9,10,150,2,S 
26-05-2023,24.5,33.2,29,74,0,6.7,5,60,2,E 
27-05-2023,25.2,33.6,28,82,0,4.8,4,70,2,NE
28-05-2023,24.4,33.6,28.2,77,0,3.4,3,30,2,NE
29-05-2023,23.2,32.5,29.1,75,0,4.5,3,50,2,NE
30-05-2023,26.4,32.5,27.9,81,8888,3.5,3,10,2,SW
31-05-2023,24.6,33.2,28.6,72,0.2,3.2,6,10,2,S 
,,,,,,,,,,
,,,,,,,,,,
