TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-07-2023,24,32.7,27.8,83,0,8.5,5,350,2,N 
02-07-2023,24.8,32,27.7,77,0,3.7,4,50,2,NE
03-07-2023,24,32.2,27.7,82,8888,2.8,3,10,2,S 
04-07-2023,24.2,32.7,27.6,80,0,1.9,4,60,2,S 
05-07-2023,24.5,33.4,28.2,74,0,6.1,4,10,2,N 
06-07-2023,25,30.3,27,85,0,7,2,270,1,N 
07-07-2023,23.6,31.6,25.5,89,0.4,0,5,90,2,S 
08-07-2023,21,31.8,27.1,84,5.2,0,7,60,3,S 
09-07-2023,23.4,32.6,27.1,79,0,7.1,5,70,2,E 
10-07-2023,25.4,32.4,28.5,75,0,7.9,8,60,3,E 
11-07-2023,24.2,32.3,27.9,75,0,10.3,5,50,2,NE
12-07-2023,24.1,32.6,27.7,82,1.5,9.9,3,320,2,N 
13-07-2023,23.8,35,27.8,74,0.2,6.7,4,340,2,SW
14-07-2023,23.7,33.2,27.5,80,0,4.9,3,30,2,S 
15-07-2023,24.2,32.6,28.2,73,8888,4.1,3,20,2,S 
16-07-2023,23.8,32.4,27.8,75,0,5.5,3,10,2,N 
17-07-2023,23.9,32.4,27.8,71,0,5.8,5,50,2,E 
18-07-2023,22,32.6,26.7,74,0,9.4,6,60,2,NE
19-07-2023,22.3,33.3,27.4,70,0,10.2,5,80,2,SW
20-07-2023,20.5,32.8,26.2,66,-,9.2,3,360,2,SW
21-07-2023,23,33.2,27.3,74,0,6.7,5,60,2,NE
22-07-2023,23,32.4,27.1,78,0,6,5,40,2,NE
23-07-2023,22.8,32.4,26.9,78,0,5.9,5,40,3,E 
24-07-2023,23.4,31.8,25.5,92,0,8.4,4,300,1,SW
25-07-2023,23.4,32.2,26.8,81,19.8,1.5,3,30,1,E 
26-07-2023,23.6,31.5,26.8,84,1.2,3.6,3,40,1,NE
27-07-2023,24,32.2,27.7,74,0,1.8,4,30,2,N 
28-07-2023,23.8,32.2,27.4,70,0,4.8,4,90,2,E 
29-07-2023,22.6,31.7,27,74,0,8,7,50,3,E 
30-07-2023,22.2,31.4,26.2,76,0,7.9,7,50,3,E 
31-07-2023,21.4,31.7,26.7,71,0,5.7,6,60,3,E 
,,,,,,,,,,
,,,,,,,,,,
