TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-09-2023,21.8,32.4,27.4,72,0,8.3,4,340,2,N 
02-09-2023,22.6,32.4,27.4,72,0,9,4,20,2,N 
03-09-2023,24,32.6,28,65,0,5.8,5,50,2,S 
04-09-2023,22.8,32.5,27,60,-,7.6,4,50,2,E 
05-09-2023,20.2,32.4,26.6,66,0,8.8,5,40,2,NE
06-09-2023,22,33.6,27.6,65,0,9.3,5,40,2,NE
07-09-2023,22.2,-,27.2,74,0,9.7,5,20,2,SE
08-09-2023,22.8,32.6,27.3,80,0,10.3,4,70,2,E 
09-09-2023,24.6,32.4,28.1,70,0,8.3,5,70,2,NE
10-09-2023,22.2,32.6,27.4,69,0,8.5,4,70,2,N 
11-09-2023,23.4,33.9,28,62,0,7.8,5,40,2,SW
12-09-2023,22,-,28,67,0,8.1,8,60,3,E 
13-09-2023,24,33.4,28.2,68,0,10.3,4,30,2,NE
14-09-2023,22.6,33.4,27.9,64,-,9.3,3,180,2,E 
15-09-2023,22.4,33.6,27.4,73,0,6.7,6,60,3,E 
16-09-2023,22.1,33.9,27.3,76,0,9.2,6,70,2,E 
17-09-2023,23.8,33.8,28.1,70,0,10,6,70,2,NE
18-09-2023,22,33.4,28.6,70,-,7.6,5,30,2,N 
19-09-2023,24.6,33.8,28.6,76,0,-,4,330,2,S 
20-09-2023,23.2,33.5,27.9,72,0,4.5,4,50,2,NE
21-09-2023,24.5,32.9,28.5,72,0,8.9,5,60,2,NE
22-09-2023,23.6,35,27.9,70,0,6.3,6,80,3,E 
23-09-2023,23.6,32.4,27.4,65,0,9.6,5,30,2,NE
24-09-2023,23.8,33,27.7,69,0,2.8,5,360,2,S 
25-09-2023,22.2,34.6,28.6,62,0,2.9,4,20,2,SW
26-09-2023,23.4,34.6,28.7,62,0,9.7,5,60,2,SW
27-09-2023,22.6,34.9,28.5,61,0,9.8,6,50,2,SW
28-09-2023,22.3,34.6,28.7,58,0,10.4,7,60,3,E 
29-09-2023,22.6,35.4,28.6,63,0,9.9,5,70,2,SW
30-09-2023,24,34.1,28.7,70,0,10.1,4,350,2,SW
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
